https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QTUM,Volume USDT,tradecount
1599523200000,2020-09-08 00:00:00,QTUM/USDT,2.41100000,2.50500000,2.25100000,2.35900000,5250428.12500000,12452077.31960100,44369
1599436800000,2020-09-07 00:00:00,QTUM/USDT,2.42200000,2.53000000,2.23500000,2.41000000,5067508.87700000,11976631.38822200,52752
1599350400000,2020-09-06 00:00:00,QTUM/USDT,2.34300000,2.47100000,2.19200000,2.42200000,5154264.99800000,12180265.01821500,49900
1599264000000,2020-09-05 00:00:00,QTUM/USDT,2.58100000,2.65900000,2.22700000,2.34400000,8278976.87000000,20131991.58059900,71979
1599177600000,2020-09-04 00:00:00,QTUM/USDT,2.38800000,2.67000000,2.25500000,2.57800000,13847066.37900000,34355723.76800000,112312
1599091200000,2020-09-03 00:00:00,QTUM/USDT,3.23900000,3.29700000,2.16000000,2.38800000,11186103.03500000,31889281.03745300,115587
1599004800000,2020-09-02 00:00:00,QTUM/USDT,3.51500000,3.77700000,3.07600000,3.23800000,9532552.75300000,32436441.08687600,98391
1598918400000,2020-09-01 00:00:00,QTUM/USDT,3.35900000,3.59800000,3.29400000,3.51800000,6906910.51300000,24021753.95880800,77112
1598832000000,2020-08-31 00:00:00,QTUM/USDT,3.44800000,3.53300000,3.33900000,3.35900000,3678292.51500000,12535468.38627900,39986
1598745600000,2020-08-30 00:00:00,QTUM/USDT,3.42900000,3.67100000,3.38600000,3.44900000,5314162.03700000,18668501.73974800,53214
1598659200000,2020-08-29 00:00:00,QTUM/USDT,3.34000000,3.53300000,3.22100000,3.43100000,5128641.34200000,17264264.90846900,48994
1598572800000,2020-08-28 00:00:00,QTUM/USDT,3.37000000,3.47000000,3.28800000,3.34200000,3934286.05900000,13339151.60620200,39669
1598486400000,2020-08-27 00:00:00,QTUM/USDT,3.78200000,3.87300000,3.20800000,3.37000000,9638138.86700000,33932096.04711200,88440
1598400000000,2020-08-26 00:00:00,QTUM/USDT,3.48400000,3.99800000,3.43100000,3.78400000,10276926.69900000,37820841.26176900,95641
1598313600000,2020-08-25 00:00:00,QTUM/USDT,3.82000000,3.87400000,3.33700000,3.48200000,12274513.53700000,44989711.80418600,108379
1598227200000,2020-08-24 00:00:00,QTUM/USDT,3.98500000,4.17100000,3.75900000,3.81800000,7110813.73700000,28054002.30749100,63947
1598140800000,2020-08-23 00:00:00,QTUM/USDT,4.16200000,4.31600000,3.82400000,3.98800000,7772709.33100000,31228157.39867700,71303
1598054400000,2020-08-22 00:00:00,QTUM/USDT,3.76900000,4.32500000,3.43300000,4.16200000,12767643.93300000,49301543.80578400,116668
1597968000000,2020-08-21 00:00:00,QTUM/USDT,4.08000000,5.46700000,3.73500000,3.76900000,42678728.15700000,192155237.33878100,369680
1597881600000,2020-08-20 00:00:00,QTUM/USDT,3.29700000,4.16300000,3.28300000,4.07800000,15860796.50500000,58700991.33136900,134594
1597795200000,2020-08-19 00:00:00,QTUM/USDT,3.29200000,3.50000000,3.02100000,3.29600000,9450374.28000000,30734802.55401300,74964
1597708800000,2020-08-18 00:00:00,QTUM/USDT,3.41800000,3.60000000,3.19300000,3.29300000,6320452.90400000,21486491.23800100,78675
1597622400000,2020-08-17 00:00:00,QTUM/USDT,3.33700000,3.57300000,3.26000000,3.41800000,6523909.49500000,22211078.30203100,88053
1597536000000,2020-08-16 00:00:00,QTUM/USDT,3.09600000,3.44100000,2.90200000,3.33600000,5081750.00400000,16251866.60743700,48197
1597449600000,2020-08-15 00:00:00,QTUM/USDT,3.09900000,3.22100000,3.02300000,3.09500000,4577950.34000000,14319762.22614400,43263
1597363200000,2020-08-14 00:00:00,QTUM/USDT,2.85800000,3.17100000,2.78200000,3.10000000,10572326.75900000,32140779.94928600,85252
1597276800000,2020-08-13 00:00:00,QTUM/USDT,2.79800000,2.88000000,2.63000000,2.86000000,4803312.29200000,13323775.55730200,40925
1597190400000,2020-08-12 00:00:00,QTUM/USDT,2.72600000,2.81500000,2.58200000,2.79900000,3736269.39800000,10186985.02714400,30556
1597104000000,2020-08-11 00:00:00,QTUM/USDT,2.92700000,2.97400000,2.60100000,2.72200000,4820351.00300000,13446193.60609600,36262
1597017600000,2020-08-10 00:00:00,QTUM/USDT,2.71900000,2.99800000,2.69200000,2.92600000,5393163.37900000,15456706.26558400,39564
1596931200000,2020-08-09 00:00:00,QTUM/USDT,2.75600000,2.78200000,2.63300000,2.71700000,2369345.91400000,6426573.45711800,17111
1596844800000,2020-08-08 00:00:00,QTUM/USDT,2.64200000,2.76100000,2.60800000,2.75600000,1858112.50800000,4985189.57147000,14446
1596758400000,2020-08-07 00:00:00,QTUM/USDT,2.76200000,2.78600000,2.53300000,2.64200000,3349870.43600000,8990873.04219300,24831
1596672000000,2020-08-06 00:00:00,QTUM/USDT,2.77300000,2.82900000,2.66600000,2.76200000,3564339.08000000,9785753.92124100,26987
1596585600000,2020-08-05 00:00:00,QTUM/USDT,2.84800000,2.89000000,2.73100000,2.77300000,3127882.62200000,8695799.49711700,22103
1596499200000,2020-08-04 00:00:00,QTUM/USDT,2.62000000,2.91400000,2.61800000,2.84800000,5534997.19000000,15523912.19594700,40842
1596412800000,2020-08-03 00:00:00,QTUM/USDT,2.40300000,2.69700000,2.37300000,2.62100000,4576505.42000000,11883634.05714400,30146
1596326400000,2020-08-02 00:00:00,QTUM/USDT,2.65100000,2.72100000,2.26400000,2.40300000,7074988.90900000,17467805.56283500,51790
1596240000000,2020-08-01 00:00:00,QTUM/USDT,2.41900000,2.66200000,2.39700000,2.65000000,3463876.28100000,8869319.36069700,27610
1596153600000,2020-07-31 00:00:00,QTUM/USDT,2.37300000,2.43800000,2.34500000,2.42000000,1677112.40600000,3997599.57361800,14147
1596067200000,2020-07-30 00:00:00,QTUM/USDT,2.35100000,2.40800000,2.31500000,2.37300000,2206222.61300000,5223814.47322300,16102
1595980800000,2020-07-29 00:00:00,QTUM/USDT,2.37400000,2.45000000,2.33900000,2.35100000,3046515.42800000,7295129.41707900,22280
1595894400000,2020-07-28 00:00:00,QTUM/USDT,2.32200000,2.39500000,2.25200000,2.37400000,3940504.15100000,9183192.36307800,26871
1595808000000,2020-07-27 00:00:00,QTUM/USDT,2.35800000,2.37000000,2.20200000,2.32000000,6140261.92500000,14086678.40414600,38413
1595721600000,2020-07-26 00:00:00,QTUM/USDT,2.41000000,2.48200000,2.29600000,2.35700000,4090893.24200000,9777830.42083200,27499
1595635200000,2020-07-25 00:00:00,QTUM/USDT,2.28700000,2.43200000,2.28600000,2.40900000,2865773.61100000,6785065.71582600,18582
1595548800000,2020-07-24 00:00:00,QTUM/USDT,2.35800000,2.35800000,2.28500000,2.28700000,2063215.53400000,4776041.15088100,13791
1595462400000,2020-07-23 00:00:00,QTUM/USDT,2.37500000,2.39700000,2.33100000,2.35700000,2369844.35800000,5594848.99519800,16462
1595376000000,2020-07-22 00:00:00,QTUM/USDT,2.35000000,2.40800000,2.27600000,2.37600000,2758620.69300000,6418051.90730200,17565
1595289600000,2020-07-21 00:00:00,QTUM/USDT,2.21500000,2.35900000,2.17100000,2.35100000,3440854.01300000,7851890.55041600,20736
1595203200000,2020-07-20 00:00:00,QTUM/USDT,2.34400000,2.34600000,2.20600000,2.21500000,2709799.13200000,6167558.45976700,17165
1595116800000,2020-07-19 00:00:00,QTUM/USDT,2.36300000,2.38400000,2.29100000,2.34400000,2739732.74100000,6396945.87755600,17284
1595030400000,2020-07-18 00:00:00,QTUM/USDT,2.39100000,2.41600000,2.30900000,2.36400000,3701716.70500000,8796233.52413300,25024
1594944000000,2020-07-17 00:00:00,QTUM/USDT,2.30400000,2.41800000,2.27100000,2.39200000,5520421.17700000,12885757.07215000,33977
1594857600000,2020-07-16 00:00:00,QTUM/USDT,2.29300000,2.34100000,2.11100000,2.30300000,6575385.83500000,14734485.78676000,38282
1594771200000,2020-07-15 00:00:00,QTUM/USDT,2.34700000,2.47700000,2.27700000,2.29300000,5539324.73600000,13215119.59742200,33900
1594684800000,2020-07-14 00:00:00,QTUM/USDT,2.21100000,2.39200000,2.11500000,2.34600000,7084515.72200000,16090041.76873300,42449
1594598400000,2020-07-13 00:00:00,QTUM/USDT,2.04500000,2.26500000,2.03100000,2.21100000,6053568.13200000,12969452.77807400,36385
1594512000000,2020-07-12 00:00:00,QTUM/USDT,2.07900000,2.10900000,1.96200000,2.04500000,3560148.18100000,7250956.28721700,20030
1594425600000,2020-07-11 00:00:00,QTUM/USDT,2.03700000,2.09600000,2.00100000,2.07900000,3793609.20600000,7771023.34402800,20291
1594339200000,2020-07-10 00:00:00,QTUM/USDT,2.12900000,2.13800000,1.95300000,2.03700000,4147812.02100000,8376860.98847900,27979
1594252800000,2020-07-09 00:00:00,QTUM/USDT,2.01700000,2.31000000,1.93400000,2.13000000,7131590.10900000,14677919.20365100,44800
1594166400000,2020-07-08 00:00:00,QTUM/USDT,1.80700000,2.10300000,1.78400000,2.01900000,6000596.20400000,11773417.06113300,37223
1594080000000,2020-07-07 00:00:00,QTUM/USDT,1.82300000,1.83300000,1.74600000,1.80700000,1636528.56200000,2914159.64807000,11343
1593993600000,2020-07-06 00:00:00,QTUM/USDT,1.77400000,1.83200000,1.74800000,1.82100000,2065285.36900000,3680405.55021300,11684
1593907200000,2020-07-05 00:00:00,QTUM/USDT,1.69500000,1.78500000,1.65100000,1.77400000,1887432.18000000,3199726.71378600,11936
1593820800000,2020-07-04 00:00:00,QTUM/USDT,1.63500000,1.69600000,1.63100000,1.69500000,1587983.01600000,2650888.08876200,9624
1593734400000,2020-07-03 00:00:00,QTUM/USDT,1.64900000,1.67700000,1.62500000,1.63600000,1895269.79000000,3131875.54731000,10608
1593648000000,2020-07-02 00:00:00,QTUM/USDT,1.65600000,1.69200000,1.59800000,1.64700000,3159975.80900000,5216081.80047200,16622
1593561600000,2020-07-01 00:00:00,QTUM/USDT,1.64200000,1.68300000,1.61300000,1.65700000,1503721.86100000,2472834.41434200,7665
1593475200000,2020-06-30 00:00:00,QTUM/USDT,1.67100000,1.68000000,1.62400000,1.64300000,1156756.04800000,1912013.99273900,6315
1593388800000,2020-06-29 00:00:00,QTUM/USDT,1.61500000,1.69000000,1.59300000,1.67100000,2032501.14000000,3322001.51039900,11421
1593302400000,2020-06-28 00:00:00,QTUM/USDT,1.57700000,1.65200000,1.54100000,1.61500000,1295504.39200000,2086066.76892700,7024
1593216000000,2020-06-27 00:00:00,QTUM/USDT,1.67700000,1.71800000,1.48200000,1.57700000,1961139.63800000,3164094.20004300,11037
1593129600000,2020-06-26 00:00:00,QTUM/USDT,1.71700000,1.73600000,1.65500000,1.67800000,1268782.20100000,2139554.21213600,7015
1593043200000,2020-06-25 00:00:00,QTUM/USDT,1.73300000,1.73700000,1.65900000,1.71800000,1230820.15900000,2107716.30920000,6973
1592956800000,2020-06-24 00:00:00,QTUM/USDT,1.79600000,1.83900000,1.69200000,1.73600000,2037499.19500000,3573551.55882400,12240
1592870400000,2020-06-23 00:00:00,QTUM/USDT,1.83900000,1.84800000,1.77300000,1.79600000,1236502.41400000,2233790.18753000,8914
1592784000000,2020-06-22 00:00:00,QTUM/USDT,1.72900000,1.84000000,1.72300000,1.83800000,1774780.26900000,3190821.63042100,12628
1592697600000,2020-06-21 00:00:00,QTUM/USDT,1.68000000,1.79500000,1.65300000,1.72900000,2000980.01000000,3475264.70729700,15463
1592611200000,2020-06-20 00:00:00,QTUM/USDT,1.67500000,1.68500000,1.63000000,1.68000000,673563.11800000,1118051.47782900,5127
1592524800000,2020-06-19 00:00:00,QTUM/USDT,1.68100000,1.69200000,1.63800000,1.67600000,882607.19200000,1473657.81169500,6479
1592438400000,2020-06-18 00:00:00,QTUM/USDT,1.70900000,1.71700000,1.64800000,1.68200000,955445.64500000,1615716.36670400,7078
1592352000000,2020-06-17 00:00:00,QTUM/USDT,1.73200000,1.73700000,1.66000000,1.71000000,887463.27100000,1514125.67740200,6611
1592265600000,2020-06-16 00:00:00,QTUM/USDT,1.67500000,1.74200000,1.65500000,1.73200000,1143515.98900000,1936275.50608200,7734
1592179200000,2020-06-15 00:00:00,QTUM/USDT,1.72200000,1.72200000,1.56200000,1.67400000,2034736.14800000,3330917.89847900,12689
1592092800000,2020-06-14 00:00:00,QTUM/USDT,1.78100000,1.78100000,1.70200000,1.72000000,906631.51800000,1575925.45305800,5954
1592006400000,2020-06-13 00:00:00,QTUM/USDT,1.74600000,1.78300000,1.70700000,1.77800000,1075182.46800000,1878384.92790900,7281
1591920000000,2020-06-12 00:00:00,QTUM/USDT,1.68800000,1.78800000,1.66500000,1.74500000,1758942.49200000,3057476.69818000,9642
1591833600000,2020-06-11 00:00:00,QTUM/USDT,1.86400000,1.94600000,1.66100000,1.68600000,2922324.45300000,5324919.82247900,20937
1591747200000,2020-06-10 00:00:00,QTUM/USDT,1.80500000,1.87900000,1.80100000,1.86300000,1451455.45300000,2663459.61394300,10979
1591660800000,2020-06-09 00:00:00,QTUM/USDT,1.82700000,1.83700000,1.79300000,1.80500000,1034356.99700000,1876660.06076700,7979
1591574400000,2020-06-08 00:00:00,QTUM/USDT,1.80700000,1.83700000,1.79700000,1.82500000,1101220.67400000,1999699.21146100,8724
1591488000000,2020-06-07 00:00:00,QTUM/USDT,1.84800000,1.85700000,1.74300000,1.80700000,1230774.49700000,2215520.81045400,9273
1591401600000,2020-06-06 00:00:00,QTUM/USDT,1.79700000,1.85500000,1.77000000,1.84800000,1425862.43600000,2586169.47747000,9736
1591315200000,2020-06-05 00:00:00,QTUM/USDT,1.83800000,1.85500000,1.78900000,1.79800000,1542859.15500000,2807522.99145800,10356
1591228800000,2020-06-04 00:00:00,QTUM/USDT,1.83200000,1.87800000,1.77000000,1.83800000,1466462.94100000,2693484.42194100,10700
1591142400000,2020-06-03 00:00:00,QTUM/USDT,1.79500000,1.83800000,1.75200000,1.82900000,1548148.23500000,2784257.13538500,9655
1591056000000,2020-06-02 00:00:00,QTUM/USDT,1.89300000,1.92400000,1.70700000,1.79400000,3387304.50100000,6215850.45309200,22953
1590969600000,2020-06-01 00:00:00,QTUM/USDT,1.74800000,1.90800000,1.73600000,1.89000000,3879050.20200000,7093704.27779800,23715
1590883200000,2020-05-31 00:00:00,QTUM/USDT,1.80200000,1.84100000,1.72600000,1.74700000,3183530.00000000,5677973.17650400,19616
1590796800000,2020-05-30 00:00:00,QTUM/USDT,1.69000000,1.81100000,1.66200000,1.80200000,2234549.54600000,3888122.60855600,13432
1590710400000,2020-05-29 00:00:00,QTUM/USDT,1.68800000,1.71800000,1.64900000,1.68700000,1326791.27000000,2236748.62223500,8627
1590624000000,2020-05-28 00:00:00,QTUM/USDT,1.63600000,1.69800000,1.61700000,1.68900000,1567640.51700000,2598903.75054500,9977
1590537600000,2020-05-27 00:00:00,QTUM/USDT,1.66000000,1.68500000,1.60900000,1.63500000,1527648.37100000,2517614.24290100,9879
1590451200000,2020-05-26 00:00:00,QTUM/USDT,1.65700000,1.67400000,1.57700000,1.65800000,2650765.11500000,4325429.19305000,14195
1590364800000,2020-05-25 00:00:00,QTUM/USDT,1.56000000,1.66100000,1.55200000,1.65700000,2404254.65000000,3858015.13132500,13839
1590278400000,2020-05-24 00:00:00,QTUM/USDT,1.66700000,1.73500000,1.55700000,1.56000000,2558462.26400000,4228103.23799600,14280
1590192000000,2020-05-23 00:00:00,QTUM/USDT,1.76300000,1.78500000,1.66100000,1.66800000,2596631.87700000,4438593.82939700,16776
1590105600000,2020-05-22 00:00:00,QTUM/USDT,1.49500000,1.81800000,1.48200000,1.76300000,5408538.38700000,9056215.20473700,34659
1590019200000,2020-05-21 00:00:00,QTUM/USDT,1.57600000,1.59000000,1.45900000,1.49700000,1499951.89600000,2288964.83086800,9145
1589932800000,2020-05-20 00:00:00,QTUM/USDT,1.58300000,1.61900000,1.54700000,1.57600000,1473756.89800000,2334771.34429500,8621
1589846400000,2020-05-19 00:00:00,QTUM/USDT,1.57900000,1.58500000,1.52600000,1.58200000,926338.19400000,1441370.43097600,5682
1589760000000,2020-05-18 00:00:00,QTUM/USDT,1.54700000,1.60600000,1.54300000,1.57900000,1165580.36100000,1836779.64929900,6714
1589673600000,2020-05-17 00:00:00,QTUM/USDT,1.54000000,1.58200000,1.53500000,1.54700000,1241389.16300000,1931999.59873700,6744
1589587200000,2020-05-16 00:00:00,QTUM/USDT,1.50500000,1.55100000,1.49300000,1.54000000,1375577.79800000,2104327.89391800,7309
1589500800000,2020-05-15 00:00:00,QTUM/USDT,1.53700000,1.56700000,1.48200000,1.50100000,1788185.55500000,2734142.91503000,9019
1589414400000,2020-05-14 00:00:00,QTUM/USDT,1.49100000,1.54000000,1.45700000,1.53600000,1858254.54500000,2790414.47048000,9211
1589328000000,2020-05-13 00:00:00,QTUM/USDT,1.46600000,1.50500000,1.45500000,1.49000000,976804.16100000,1448721.23056800,5315
1589241600000,2020-05-12 00:00:00,QTUM/USDT,1.40100000,1.48000000,1.39600000,1.46800000,1650057.03100000,2390982.03692400,9167
1589155200000,2020-05-11 00:00:00,QTUM/USDT,1.44200000,1.47000000,1.35400000,1.40100000,3421204.08300000,4852957.30601600,18909
1589068800000,2020-05-10 00:00:00,QTUM/USDT,1.59400000,1.59500000,1.35900000,1.44200000,4983810.61600000,7207404.00427900,34698
1588982400000,2020-05-09 00:00:00,QTUM/USDT,1.65500000,1.71100000,1.58000000,1.59400000,2934095.34700000,4836659.74696300,17230
1588896000000,2020-05-08 00:00:00,QTUM/USDT,1.59000000,1.69500000,1.54800000,1.65700000,2110594.28500000,3398497.31351200,14893
1588809600000,2020-05-07 00:00:00,QTUM/USDT,1.50500000,1.61800000,1.49200000,1.58800000,2165144.24100000,3370470.71392300,14981
1588723200000,2020-05-06 00:00:00,QTUM/USDT,1.54600000,1.59300000,1.48800000,1.50800000,1567600.53900000,2438588.68288400,11222
1588636800000,2020-05-05 00:00:00,QTUM/USDT,1.55800000,1.58700000,1.51100000,1.54700000,1733461.14500000,2684560.50261200,14569
1588550400000,2020-05-04 00:00:00,QTUM/USDT,1.58900000,1.59400000,1.45600000,1.55800000,2243091.91500000,3422242.12978800,13580
1588464000000,2020-05-03 00:00:00,QTUM/USDT,1.64300000,1.66800000,1.55300000,1.58400000,1373424.47700000,2213465.43909100,10384
1588377600000,2020-05-02 00:00:00,QTUM/USDT,1.58500000,1.64900000,1.58200000,1.64200000,921590.04600000,1490596.29727100,8202
1588291200000,2020-05-01 00:00:00,QTUM/USDT,1.53700000,1.64000000,1.53700000,1.58500000,1423745.64600000,2270764.87502000,11155
1588204800000,2020-04-30 00:00:00,QTUM/USDT,1.63300000,1.71600000,1.51100000,1.53600000,2860743.03700000,4598300.44971000,25786
1588118400000,2020-04-29 00:00:00,QTUM/USDT,1.52500000,1.65600000,1.52300000,1.63300000,2231114.21100000,3533083.51694900,18301
1588032000000,2020-04-28 00:00:00,QTUM/USDT,1.50600000,1.53600000,1.46700000,1.52700000,864096.14300000,1296958.04471700,7269
1587945600000,2020-04-27 00:00:00,QTUM/USDT,1.53200000,1.54700000,1.44900000,1.50500000,1388430.09100000,2084433.76390400,11363
1587859200000,2020-04-26 00:00:00,QTUM/USDT,1.48200000,1.56200000,1.47300000,1.53200000,1626484.96100000,2466006.00144700,10800
1587772800000,2020-04-25 00:00:00,QTUM/USDT,1.42700000,1.53500000,1.40700000,1.48200000,1897364.02000000,2818497.26826500,11846
1587686400000,2020-04-24 00:00:00,QTUM/USDT,1.38900000,1.46400000,1.38900000,1.42600000,1588961.84600000,2268901.41904900,9841
1587600000000,2020-04-23 00:00:00,QTUM/USDT,1.36800000,1.43100000,1.33700000,1.38900000,1802336.36700000,2499062.18378000,12467
1587513600000,2020-04-22 00:00:00,QTUM/USDT,1.31500000,1.38600000,1.30700000,1.36700000,1161988.82700000,1570122.63004600,9309
1587427200000,2020-04-21 00:00:00,QTUM/USDT,1.31000000,1.34000000,1.29700000,1.31500000,1462190.13200000,1929944.62214800,10363
1587340800000,2020-04-20 00:00:00,QTUM/USDT,1.39000000,1.42200000,1.29500000,1.31100000,2160133.04000000,2941305.40838800,18141
1587254400000,2020-04-19 00:00:00,QTUM/USDT,1.43700000,1.44000000,1.37600000,1.39100000,1123885.11500000,1582997.46348200,9077
1587168000000,2020-04-18 00:00:00,QTUM/USDT,1.38100000,1.45100000,1.37900000,1.43700000,1308756.83000000,1858828.47014200,9800
1587081600000,2020-04-17 00:00:00,QTUM/USDT,1.40300000,1.41000000,1.37100000,1.38300000,1041728.75300000,1447583.16787500,7773
1586995200000,2020-04-16 00:00:00,QTUM/USDT,1.29500000,1.43300000,1.26100000,1.40300000,2520543.70500000,3430663.27504400,18617
1586908800000,2020-04-15 00:00:00,QTUM/USDT,1.33100000,1.36200000,1.28900000,1.29500000,1270663.57800000,1690164.92429900,9486
1586822400000,2020-04-14 00:00:00,QTUM/USDT,1.34300000,1.36200000,1.31800000,1.33100000,1089647.95000000,1459637.86704700,7414
1586736000000,2020-04-13 00:00:00,QTUM/USDT,1.36000000,1.36000000,1.29200000,1.34100000,1913876.80400000,2525146.47746000,13119
1586649600000,2020-04-12 00:00:00,QTUM/USDT,1.34900000,1.41900000,1.32200000,1.36000000,1073752.25800000,1476237.11994300,6761
1586563200000,2020-04-11 00:00:00,QTUM/USDT,1.34200000,1.38300000,1.31100000,1.34800000,1293198.24900000,1750024.41486300,9905
1586476800000,2020-04-10 00:00:00,QTUM/USDT,1.47500000,1.49400000,1.29100000,1.34100000,2986384.01800000,4097604.57152700,25155
1586390400000,2020-04-09 00:00:00,QTUM/USDT,1.50100000,1.52300000,1.43000000,1.47600000,1798994.77900000,2665376.45510300,13822
1586304000000,2020-04-08 00:00:00,QTUM/USDT,1.37400000,1.50500000,1.36400000,1.50000000,2926019.73000000,4248411.61143000,21948
1586217600000,2020-04-07 00:00:00,QTUM/USDT,1.41600000,1.44800000,1.34700000,1.37500000,2536904.41200000,3561931.52102800,22854
1586131200000,2020-04-06 00:00:00,QTUM/USDT,1.25800000,1.42000000,1.25700000,1.41600000,2620959.93700000,3496208.10190700,19930
1586044800000,2020-04-05 00:00:00,QTUM/USDT,1.29100000,1.29900000,1.24100000,1.25800000,1090706.72400000,1383214.54692100,8139
1585958400000,2020-04-04 00:00:00,QTUM/USDT,1.26800000,1.30200000,1.24300000,1.29000000,1388502.19500000,1763916.78001200,11360
1585872000000,2020-04-03 00:00:00,QTUM/USDT,1.26700000,1.30100000,1.24100000,1.26800000,1937881.93800000,2463817.90425100,17457
1585785600000,2020-04-02 00:00:00,QTUM/USDT,1.22300000,1.31600000,1.21600000,1.26800000,1852939.92200000,2331729.61295000,16311
1585699200000,2020-04-01 00:00:00,QTUM/USDT,1.21000000,1.23200000,1.17000000,1.22300000,1322484.41100000,1588564.89526500,9852
1585612800000,2020-03-31 00:00:00,QTUM/USDT,1.19900000,1.23700000,1.18500000,1.21000000,1122665.24100000,1357580.27193000,9585
1585526400000,2020-03-30 00:00:00,QTUM/USDT,1.14200000,1.22600000,1.13900000,1.19700000,1695119.48900000,2024753.73331300,14654
1585440000000,2020-03-29 00:00:00,QTUM/USDT,1.21400000,1.21900000,1.13300000,1.14100000,1030799.15800000,1209622.17552000,9345
1585353600000,2020-03-28 00:00:00,QTUM/USDT,1.20300000,1.23000000,1.14800000,1.21300000,1567125.97500000,1855775.21369600,15895
1585267200000,2020-03-27 00:00:00,QTUM/USDT,1.27800000,1.29000000,1.20000000,1.20400000,1370070.69100000,1722214.63224100,13033
1585180800000,2020-03-26 00:00:00,QTUM/USDT,1.26100000,1.28600000,1.22000000,1.27700000,1424026.62200000,1777787.51401800,13344
1585094400000,2020-03-25 00:00:00,QTUM/USDT,1.27200000,1.27800000,1.20400000,1.26100000,1736484.53200000,2158606.62121100,16854
1585008000000,2020-03-24 00:00:00,QTUM/USDT,1.23400000,1.29400000,1.21000000,1.27200000,2966379.06100000,3711567.10793300,31439
1584921600000,2020-03-23 00:00:00,QTUM/USDT,1.14600000,1.26000000,1.12800000,1.23400000,2307482.52300000,2754551.04896600,24938
1584835200000,2020-03-22 00:00:00,QTUM/USDT,1.23100000,1.27800000,1.13300000,1.14700000,2473003.79700000,2958991.57621000,23673
1584748800000,2020-03-21 00:00:00,QTUM/USDT,1.23100000,1.28300000,1.17600000,1.23200000,3484320.73500000,4252480.03448200,36962
1584662400000,2020-03-20 00:00:00,QTUM/USDT,1.25500000,1.37500000,1.12300000,1.23200000,4129042.42200000,5230939.10052200,48689
1584576000000,2020-03-19 00:00:00,QTUM/USDT,1.11100000,1.31500000,1.09500000,1.25600000,3846926.61700000,4583490.18770300,39030
1584489600000,2020-03-18 00:00:00,QTUM/USDT,1.09800000,1.11800000,1.01500000,1.11100000,2422996.71500000,2577841.53047800,24497
1584403200000,2020-03-17 00:00:00,QTUM/USDT,1.04900000,1.15200000,1.02800000,1.09700000,3166174.23800000,3486058.51453200,32704
1584316800000,2020-03-16 00:00:00,QTUM/USDT,1.20900000,1.21100000,0.90400000,1.04700000,6218009.89600000,6389963.60980700,71285
1584230400000,2020-03-15 00:00:00,QTUM/USDT,1.17300000,1.28200000,1.16000000,1.20900000,2147005.45700000,2599068.87594000,27391
1584144000000,2020-03-14 00:00:00,QTUM/USDT,1.25500000,1.26500000,1.15400000,1.17300000,2524404.95000000,3051781.16807200,31693
1584057600000,2020-03-13 00:00:00,QTUM/USDT,1.04000000,1.32800000,0.71000000,1.25800000,9142182.24300000,10098411.56675600,130821
1583971200000,2020-03-12 00:00:00,QTUM/USDT,1.94400000,1.95800000,1.00900000,1.03900000,8472701.16100000,12181688.76179400,112408
1583884800000,2020-03-11 00:00:00,QTUM/USDT,1.95400000,1.97400000,1.81600000,1.94300000,1923898.83100000,3689790.74836700,25582
1583798400000,2020-03-10 00:00:00,QTUM/USDT,1.94300000,1.98700000,1.87400000,1.95400000,2515929.68100000,4841879.78347900,34865
1583712000000,2020-03-09 00:00:00,QTUM/USDT,1.89400000,1.97200000,1.80500000,1.94300000,3507291.90600000,6649509.19097500,42885
1583625600000,2020-03-08 00:00:00,QTUM/USDT,2.21100000,2.21100000,1.86700000,1.89300000,3445645.83200000,6868222.79436600,40081
1583539200000,2020-03-07 00:00:00,QTUM/USDT,2.31500000,2.33300000,2.19000000,2.21200000,1172609.61100000,2656127.32087100,14008
1583452800000,2020-03-06 00:00:00,QTUM/USDT,2.19400000,2.31600000,2.17800000,2.31400000,1406462.60900000,3172963.80150200,17355
1583366400000,2020-03-05 00:00:00,QTUM/USDT,2.15200000,2.25300000,2.14900000,2.19400000,1305348.36400000,2872940.86393100,18427
1583280000000,2020-03-04 00:00:00,QTUM/USDT,2.14600000,2.17900000,2.08600000,2.15200000,938950.36800000,2010778.01237200,13394
1583193600000,2020-03-03 00:00:00,QTUM/USDT,2.18100000,2.18300000,2.08800000,2.14500000,1478117.57000000,3144797.54235000,18979
1583107200000,2020-03-02 00:00:00,QTUM/USDT,2.02700000,2.21500000,2.01400000,2.18200000,1386924.03000000,2959154.87478900,20488
1583020800000,2020-03-01 00:00:00,QTUM/USDT,2.02600000,2.10000000,1.98100000,2.02800000,1252622.55700000,2559894.47826900,18211
1582934400000,2020-02-29 00:00:00,QTUM/USDT,2.07200000,2.12200000,2.01900000,2.02500000,1525855.04700000,3157459.07453000,18658
1582848000000,2020-02-28 00:00:00,QTUM/USDT,2.12500000,2.17300000,1.99300000,2.07300000,2872849.95900000,5928195.66459300,35143
1582761600000,2020-02-27 00:00:00,QTUM/USDT,2.09800000,2.22200000,1.99600000,2.12300000,3142918.20000000,6673733.21865100,48891
1582675200000,2020-02-26 00:00:00,QTUM/USDT,2.38300000,2.41800000,2.04300000,2.09700000,4254995.33400000,9260522.79436200,64270
